location_id,date,weather_condition,temp_c,rainfall_mm,aqi,traffic_level,car_pct,bus_pct,metro_pct,ebikes_bikes_pct,shuttle_walk_pct
68,2020-12-15,Pleasant / Cool,13,2,134,Heavy Congestion,11.1,14.2,25.4,24.1,25.2
68,2020-12-18,Pleasant / Cool,18,1,70,Heavy Congestion,10.2,13.7,26,27.3,22.8
68,2020-12-23,Pleasant / Cool,22,0,123,Heavy Congestion,10.2,13.1,23.1,27.8,25.8
68,2020-12-24,Pleasant / Cool,9,0,87,Moderate Traffic,14.7,19.5,18.1,24.5,23.2
68,2020-12-28,Pleasant / Cool,18,4,83,Low Traffic,17.9,18.8,15.1,24.8,23.4
68,2021-01-01,Pleasant / Cool,13,0,135,Moderate Traffic,13.7,19.5,17.7,25,24.1
68,2021-01-07,Pleasant / Cool,8,3,114,Low Traffic,16.4,19.1,15.6,25.5,23.4
68,2021-01-16,Pleasant / Cool,13,0,152,Low Traffic,16.1,19.3,14.9,23.8,25.9
68,2021-01-17,Pleasant / Cool,8,3,79,Heavy Congestion,11,13.1,25.4,27.8,22.7
68,2021-01-19,Pleasant / Cool,22,1,74,Moderate Traffic,14.8,20.2,18.5,22.8,23.7
68,2021-01-24,Pleasant / Cool,8,3,136,Low Traffic,16,18.7,15.3,25.3,24.7
68,2021-01-27,Pleasant / Cool,15,3,156,Heavy Congestion,11.6,14,25,25.7,23.7
68,2021-01-31,Pleasant / Cool,16,4,112,Low Traffic,17.3,18.9,15,23.9,24.9
68,2021-02-02,Pleasant / Cool,15,0,110,Low Traffic,16.4,20,14.1,23.9,25.6
68,2021-02-04,Pleasant / Cool,16,4,97,Low Traffic,17.5,20.2,14.1,23.8,24.4
68,2021-02-21,Pleasant / Cool,19,4,157,Low Traffic,16.6,19.1,15.3,23.6,25.4
68,2021-02-25,Pleasant / Cool,21,5,104,Heavy Congestion,10.2,14.1,24.6,27.1,24
68,2021-02-28,Pleasant / Cool,10,2,64,Moderate Traffic,15.8,20.3,16.9,23.6,23.4
68,2021-03-06,Partly Cloudy,27,5,67,Heavy Congestion,15.6,19.2,34.4,17.2,13.6
68,2021-03-08,Pleasant / Cool,31,4,104,Low Traffic,16.3,18.9,14.3,24.9,25.6
68,2021-03-11,Pleasant / Cool,29,10,159,Heavy Congestion,11.2,14.7,23.7,25.5,24.9
68,2021-03-17,Clear / Sunny,32,4,80,Heavy Congestion,16.5,19.9,30.5,18,15.1
68,2021-03-19,Pleasant / Cool,22,6,50,Heavy Congestion,9.8,13.7,25,28.2,23.3
68,2021-03-22,Clear / Sunny,23,7,73,Heavy Congestion,15.9,17.7,34,17.6,14.8
68,2021-03-23,Clear / Sunny,32,3,50,Moderate Traffic,22.7,25,23,14.9,14.4
68,2021-03-26,Pleasant / Cool,30,10,121,Heavy Congestion,10,14,26.5,27.3,22.2
68,2021-04-09,Clear / Sunny,30,0,127,Heavy Congestion,16.4,19,32.2,16.5,15.9
68,2021-04-19,Clear / Sunny,35,0,119,Moderate Traffic,23.6,24.5,23.4,14.8,13.7
68,2021-05-07,Clear / Sunny,30,0,147,Low Traffic,26,24.3,19.2,14.6,15.9
68,2021-05-13,Clear / Sunny,33,0,148,Heavy Congestion,16.7,19.5,31.5,17.2,15.1
68,2021-05-28,Clear / Sunny,30,0,154,Low Traffic,23.4,24.8,20.9,14.9,16
68,2021-06-02,Heavy Rain,25,49,46,Heavy Congestion,23.3,25.1,45.6,2.7,3.3
68,2021-06-03,Heavy Rain,25,66,122,Heavy Congestion,24.7,24.5,45.5,2.3,3
68,2021-06-11,Heavy Rain,32,82,89,Heavy Congestion,23.3,25.2,46.1,2.5,2.9
68,2021-06-27,Thunderstorm,29,74,99,Moderate Traffic,32.2,32.9,29.5,2.3,3.1
68,2021-07-08,Heavy Rain,30,109,132,Moderate Traffic,32,31.6,31.1,2.3,3
68,2021-07-10,Thunderstorm,28,39,116,Low Traffic,36.3,32.5,25.8,2.4,3
68,2021-07-16,Thunderstorm,30,67,67,Low Traffic,37.5,31.9,25.8,1.9,2.9
68,2021-07-18,Heavy Rain,27,37,140,Heavy Congestion,24.6,26,43.4,2.7,3.3
68,2021-07-20,Thunderstorm,31,85,52,Moderate Traffic,35.1,30.2,29.3,2.3,3.1
68,2021-07-29,Thunderstorm,32,31,49,Heavy Congestion,25.3,25.6,43.5,2.7,2.9
68,2021-07-31,Heavy Rain,27,58,119,Low Traffic,37.8,30.8,25.8,2.4,3.2
68,2021-08-12,Heavy Rain,24,73,129,Moderate Traffic,32.1,31.9,31,2,3
68,2021-08-13,Heavy Rain,24,57,104,Heavy Congestion,25.3,23.2,45.8,2.7,3
68,2021-08-20,Heavy Rain,27,34,103,Heavy Congestion,22.7,25.6,46,2.6,3.1
68,2021-08-23,Heavy Rain,32,44,51,Low Traffic,38.5,30.6,25.8,2.3,2.8
68,2021-08-29,Heavy Rain,24,108,141,Low Traffic,35.6,33.2,25.9,2.2,3.1
68,2021-09-01,Heavy Rain,30,108,156,Low Traffic,34.9,33.7,26.5,2.1,2.8
68,2021-09-08,Heavy Rain,32,105,78,Low Traffic,36.9,31.1,26.5,2.4,3.1
68,2021-09-09,Heavy Rain,26,57,65,Moderate Traffic,34.4,30.6,30,2.1,2.9
68,2021-09-10,Thunderstorm,26,65,97,Heavy Congestion,23.2,24.7,46.6,2.5,3
68,2021-09-11,Heavy Rain,32,58,54,Low Traffic,38.1,32,24.7,2.2,3
68,2021-09-24,Heavy Rain,31,37,134,Low Traffic,38,30.4,26.2,2.2,3.2
68,2021-09-28,Heavy Rain,27,72,104,Heavy Congestion,24.6,25,44.8,2.7,2.9
68,2021-10-01,Partly Cloudy,26,6,111,Low Traffic,24.5,26.2,19.5,15.2,14.6
68,2021-10-08,Partly Cloudy,27,1,131,Moderate Traffic,21.9,25.6,23.6,14,14.9
68,2021-10-19,Partly Cloudy,25,7,73,Heavy Congestion,15.5,18.1,33,18.2,15.2
68,2021-10-23,Clear / Sunny,29,1,132,Low Traffic,26,23.4,20.6,14.3,15.7
68,2021-11-04,Partly Cloudy,30,1,75,Low Traffic,24.3,25.3,20.1,14.4,15.9
68,2021-11-08,Partly Cloudy,32,5,91,Moderate Traffic,21.6,24.1,24.5,15.5,14.3
68,2021-11-10,Partly Cloudy,30,10,59,Moderate Traffic,22.8,25.7,23.5,14.2,13.8
68,2021-11-12,Partly Cloudy,28,4,137,Low Traffic,27.1,24.1,19.5,14.5,14.8
68,2021-11-14,Partly Cloudy,26,10,95,Heavy Congestion,15.7,18.5,33.7,17.9,14.2
68,2021-11-23,Partly Cloudy,25,2,90,Moderate Traffic,22.2,25.8,22.3,15.2,14.5
68,2021-11-25,Partly Cloudy,30,9,96,Low Traffic,25.3,24.3,19,15.6,15.8
68,2021-11-30,Clear / Sunny,32,4,91,Moderate Traffic,22.7,24,23.4,15.2,14.7
68,2021-12-07,Pleasant / Cool,13,1,79,Moderate Traffic,14.6,19.4,18.2,22.5,25.3
68,2021-12-12,Pleasant / Cool,17,4,81,Heavy Congestion,10.8,14.6,25,26.6,23
68,2021-12-22,Pleasant / Cool,17,1,116,Heavy Congestion,10.1,13.5,23.7,27.2,25.5
68,2021-12-25,Pleasant / Cool,14,4,68,Heavy Congestion,11.6,14.4,24.8,26.6,22.6
68,2022-01-23,Pleasant / Cool,19,5,57,Moderate Traffic,14.7,18.6,18.6,23.7,24.4
68,2022-01-27,Pleasant / Cool,16,4,160,Low Traffic,17.4,19.6,15,24.9,23.1
68,2022-02-04,Pleasant / Cool,21,2,144,Moderate Traffic,15.3,19.2,17.5,23.2,24.8
68,2022-02-05,Pleasant / Cool,10,4,88,Low Traffic,17.2,19.7,15.8,23.2,24.1
68,2022-02-07,Pleasant / Cool,16,2,84,Low Traffic,17.1,20.6,15.7,23.5,23.1
68,2022-02-16,Pleasant / Cool,22,5,57,Low Traffic,16.7,19.6,15.6,23.5,24.6
68,2022-03-02,Pleasant / Cool,23,0,99,Moderate Traffic,15.9,19,17.9,23.5,23.7
68,2022-03-03,Partly Cloudy,25,2,114,Moderate Traffic,23.3,25.1,23.4,14.3,13.9
68,2022-03-06,Partly Cloudy,28,4,148,Moderate Traffic,23.1,25.4,21.7,14.1,15.7
68,2022-03-08,Clear / Sunny,25,0,111,Heavy Congestion,16.3,19.9,33.5,16.2,14.1
68,2022-03-09,Clear / Sunny,24,7,71,Low Traffic,25.4,25,19.6,15.8,14.2
68,2022-03-24,Pleasant / Cool,25,3,155,Moderate Traffic,15.9,18,18.6,23.6,23.9
68,2022-03-31,Clear / Sunny,22,5,119,Low Traffic,25.5,25.4,19,14.3,15.8
68,2022-04-02,Clear / Sunny,33,0,97,Low Traffic,25.2,24.9,20.5,14.6,14.8
68,2022-04-12,Clear / Sunny,34,0,127,Low Traffic,25.6,23.8,21.7,14.6,14.3
68,2022-04-18,Clear / Sunny,33,0,65,Low Traffic,26.2,26.4,18.5,13.9,15
68,2022-04-19,Clear / Sunny,30,0,51,Moderate Traffic,22.2,24,23,15.5,15.3
68,2022-04-24,Clear / Sunny,30,0,128,Heavy Congestion,15.8,18.3,32.6,18.4,14.9
68,2022-04-29,Clear / Sunny,36,0,159,Heavy Congestion,15.6,19.9,31.2,17.8,15.5
68,2022-05-04,Clear / Sunny,33,0,134,Low Traffic,26.1,25.3,18.8,15.3,14.5
68,2022-05-08,Clear / Sunny,31,0,82,Low Traffic,26.2,25.1,19.2,14.5,15
68,2022-05-09,Clear / Sunny,36,0,64,Low Traffic,23.9,26.7,18.9,15.5,15
68,2022-05-11,Clear / Sunny,35,0,126,Moderate Traffic,23.3,22.8,24,14.9,15
68,2022-05-13,Clear / Sunny,33,0,68,Heavy Congestion,16.7,17.7,32.6,16.5,16.5
68,2022-05-16,Clear / Sunny,30,0,87,Low Traffic,24.6,26.4,19.7,14.9,14.4
68,2022-05-17,Clear / Sunny,31,0,60,Low Traffic,24.9,24.9,19.7,15.3,15.2
68,2022-05-24,Clear / Sunny,31,0,150,Low Traffic,23,26.3,20.7,15.8,14.2
68,2022-05-26,Clear / Sunny,30,0,62,Heavy Congestion,16.5,18.8,34,15.5,15.2
68,2022-06-01,Heavy Rain,30,63,119,Heavy Congestion,24.3,24.2,46,2.5,3
68,2022-06-15,Thunderstorm,28,55,46,Moderate Traffic,33.6,31.3,29.8,2.1,3.2
68,2022-06-17,Thunderstorm,30,67,143,Heavy Congestion,24.1,23.5,46.7,2.6,3.1
68,2022-06-20,Heavy Rain,28,91,89,Low Traffic,37.4,30.7,26.8,2.3,2.8
68,2022-07-09,Heavy Rain,32,93,131,Moderate Traffic,31,32.4,31.6,2,3
68,2022-07-13,Thunderstorm,27,110,152,Low Traffic,39.5,30.1,25.6,2.1,2.7
68,2022-07-14,Thunderstorm,28,90,76,Moderate Traffic,32,31.2,31.6,2.3,2.9
68,2022-07-18,Thunderstorm,25,77,120,Low Traffic,37.5,31.8,25.9,2.2,2.6
68,2022-07-20,Heavy Rain,28,60,71,Moderate Traffic,34.2,30.7,29.9,2.3,2.9
68,2022-07-21,Heavy Rain,24,93,142,Low Traffic,38.7,29.8,26.7,2,2.8
68,2022-07-22,Thunderstorm,25,37,150,Moderate Traffic,34.8,28.9,31.1,2.1,3.1
68,2022-07-23,Heavy Rain,28,66,160,Heavy Congestion,26,25.5,42.4,2.8,3.3
68,2022-07-26,Thunderstorm,27,100,52,Moderate Traffic,34.2,31.1,29.3,2.3,3.1
68,2022-07-28,Thunderstorm,27,34,66,Heavy Congestion,25.9,24.4,43.9,2.7,3.1
68,2022-07-30,Heavy Rain,24,82,133,Heavy Congestion,25,24.3,45.6,2.3,2.8
68,2022-07-31,Heavy Rain,28,98,118,Low Traffic,36.6,32.2,25.8,2.3,3.1
68,2022-08-01,Heavy Rain,30,102,97,Low Traffic,34.6,33.9,26.2,2.3,3
68,2022-08-03,Thunderstorm,26,79,80,Heavy Congestion,23.4,25.2,45.7,2.7,3
68,2022-08-12,Heavy Rain,27,48,157,Low Traffic,36.9,31,27.3,2.1,2.7
68,2022-09-02,Thunderstorm,31,54,76,Low Traffic,34.1,33.2,27.7,2.2,2.8
68,2022-09-05,Heavy Rain,32,70,136,Moderate Traffic,33.6,31.6,29.7,2.2,2.9
68,2022-09-09,Heavy Rain,25,106,68,Low Traffic,38,31.2,25.7,2.3,2.8
68,2022-09-12,Heavy Rain,28,105,107,Moderate Traffic,33.8,32.2,29.4,2,2.6
68,2022-09-19,Heavy Rain,27,94,84,Moderate Traffic,33.2,30.6,31.3,2.1,2.8
68,2022-09-24,Heavy Rain,29,64,77,Low Traffic,35.3,31.5,28.1,2.2,2.9
68,2022-09-26,Thunderstorm,25,40,146,Moderate Traffic,32.8,33.5,28.5,2.2,3
68,2022-09-27,Thunderstorm,28,91,102,Moderate Traffic,33.7,32.4,28.9,2.1,2.9
68,2022-10-11,Partly Cloudy,27,8,149,Moderate Traffic,22,26.1,22.3,14.1,15.5
68,2022-10-21,Clear / Sunny,25,3,156,Moderate Traffic,22.1,23.9,22.8,16.4,14.8
68,2022-10-27,Clear / Sunny,27,5,144,Heavy Congestion,17.5,19,31.5,17.8,14.2
68,2022-10-28,Pleasant / Cool,27,2,151,Heavy Congestion,11.3,14.7,24.4,25.7,23.9
68,2022-10-31,Clear / Sunny,27,7,152,Low Traffic,23.5,25.4,20.6,16.2,14.3
68,2022-11-07,Clear / Sunny,22,10,152,Low Traffic,25.9,25.3,19.8,14.6,14.4
68,2022-11-16,Pleasant / Cool,31,7,47,Moderate Traffic,15.3,19.5,18.2,23.1,23.9
68,2022-11-20,Partly Cloudy,24,2,73,Low Traffic,25,26.6,19.5,14.6,14.3
68,2022-11-23,Partly Cloudy,27,10,124,Heavy Congestion,15.8,18,33.2,17.3,15.7
68,2022-11-25,Pleasant / Cool,28,1,75,Low Traffic,17.2,19,14.6,23.8,25.4
68,2022-11-28,Partly Cloudy,23,6,111,Moderate Traffic,23,25.6,23.1,14.5,13.8
68,2022-12-05,Pleasant / Cool,10,1,48,Low Traffic,16.3,18.2,14.7,25.3,25.5
68,2022-12-13,Pleasant / Cool,10,0,160,Moderate Traffic,15.5,19.9,18.6,23,23
68,2022-12-22,Pleasant / Cool,15,1,102,Low Traffic,16.2,19.6,15.8,23.8,24.6
68,2022-12-25,Pleasant / Cool,17,1,94,Moderate Traffic,14.8,19.6,17.5,23.8,24.3
68,2022-12-27,Pleasant / Cool,9,0,47,Low Traffic,16.1,19.3,15.8,24.7,24.1
69,2019-01-03,Pleasant / Cool,13,5,108,Heavy Congestion,11.1,15.1,26.2,25.1,22.5
69,2019-01-06,Pleasant / Cool,14,1,133,Low Traffic,17,18.4,16.2,24.4,24
69,2019-01-08,Pleasant / Cool,8,3,45,Low Traffic,15.2,20.3,16,24.1,24.4
69,2019-01-20,Pleasant / Cool,15,2,93,Heavy Congestion,10.1,14.5,23.3,28.5,23.6
69,2019-01-24,Pleasant / Cool,12,4,55,Low Traffic,18.5,18.9,14.9,23.9,23.8
69,2019-02-05,Pleasant / Cool,21,3,77,Low Traffic,18.3,19.1,16.6,22.5,23.5
69,2019-02-10,Pleasant / Cool,13,1,52,Moderate Traffic,15.9,19.8,16.9,25.2,22.2
69,2019-02-15,Pleasant / Cool,11,0,81,Heavy Congestion,10.2,14.9,26,25.1,23.8
69,2019-02-22,Pleasant / Cool,15,5,125,Heavy Congestion,10.6,14,25.9,26.5,23
69,2019-02-23,Pleasant / Cool,11,4,100,Low Traffic,16.2,20.7,16,23.4,23.7
69,2019-02-24,Pleasant / Cool,11,2,48,Moderate Traffic,14.5,18.9,16.5,24.9,25.2
69,2019-03-12,Pleasant / Cool,27,1,158,Heavy Congestion,10.3,13.3,24.2,28.9,23.3
69,2019-03-15,Partly Cloudy,30,2,138,Heavy Congestion,16.7,19,33,17.1,14.2
69,2019-03-19,Clear / Sunny,29,5,102,Moderate Traffic,23.4,24.5,21.7,16.2,14.2
69,2019-03-21,Partly Cloudy,30,0,55,Low Traffic,26.7,25.3,18.8,14.8,14.4
69,2019-04-18,Clear / Sunny,30,0,138,Low Traffic,24.2,26.1,20.1,15.2,14.4
69,2019-05-02,Clear / Sunny,35,0,109,Moderate Traffic,23.4,25,23.9,13.6,14.1
69,2019-05-08,Clear / Sunny,33,0,75,Heavy Congestion,15.2,18.4,34.2,18.1,14.1
69,2019-05-15,Clear / Sunny,32,0,119,Heavy Congestion,15.7,19.6,34.3,15.8,14.6
69,2019-05-23,Clear / Sunny,30,0,84,Heavy Congestion,17,18.3,33.2,16.1,15.4
69,2019-05-25,Clear / Sunny,33,0,130,Low Traffic,25.4,24.4,19.2,16.5,14.5
69,2019-05-27,Clear / Sunny,33,0,160,Low Traffic,23.4,24.8,21.1,14.4,16.3
69,2019-05-28,Clear / Sunny,31,0,152,Moderate Traffic,21.5,25.6,23.3,14.3,15.3
69,2019-06-03,Thunderstorm,29,64,68,Moderate Traffic,32.9,32.1,29.8,2.3,2.9
69,2019-06-07,Heavy Rain,26,61,95,Moderate Traffic,35.4,29.6,29.9,2.1,3
69,2019-06-11,Heavy Rain,30,87,83,Moderate Traffic,31.5,30.4,32.9,2.3,2.9
69,2019-06-26,Heavy Rain,28,87,52,Moderate Traffic,31.6,32.7,30.8,2,2.9
69,2019-07-02,Heavy Rain,27,32,142,Moderate Traffic,34.5,30.5,29.5,2.3,3.2
69,2019-07-14,Thunderstorm,25,33,131,Heavy Congestion,25.3,23.3,45.9,2.5,3
69,2019-07-16,Thunderstorm,25,94,151,Moderate Traffic,34,30.3,30.3,2.2,3.2
69,2019-08-01,Heavy Rain,31,44,104,Moderate Traffic,33.6,32.4,29.3,2,2.7
69,2019-08-03,Thunderstorm,32,94,76,Moderate Traffic,33.2,30.8,30.9,2.2,2.9
69,2019-08-06,Thunderstorm,27,84,76,Heavy Congestion,24.9,25.6,43.8,2.6,3.1
69,2019-08-10,Heavy Rain,25,33,64,Moderate Traffic,32.1,32.2,30.6,2.1,3
69,2019-08-12,Thunderstorm,27,99,133,Heavy Congestion,23.9,23.7,46.9,2.6,2.9
69,2019-08-15,Heavy Rain,28,40,93,Heavy Congestion,23.2,26.2,44.8,2.7,3.1
69,2019-08-16,Thunderstorm,30,64,107,Heavy Congestion,26.3,24.6,43.4,2.5,3.2
69,2019-08-20,Heavy Rain,31,35,97,Moderate Traffic,32.6,32.4,29.9,2.1,3
69,2019-08-25,Heavy Rain,31,75,56,Heavy Congestion,25.1,23.1,46.4,2.6,2.8
69,2019-08-27,Thunderstorm,26,93,87,Low Traffic,38.7,30.6,25.6,2.3,2.8
69,2019-08-29,Thunderstorm,30,38,116,Low Traffic,38,31.4,25.4,2.4,2.8
69,2019-08-30,Heavy Rain,27,72,76,Heavy Congestion,23.3,24,46.7,2.8,3.2
69,2019-08-31,Heavy Rain,24,72,87,Heavy Congestion,23.9,25,45.7,2.6,2.8
69,2019-09-01,Heavy Rain,26,94,154,Heavy Congestion,24.8,23.3,46.3,2.6,3
69,2019-09-03,Heavy Rain,28,68,139,Heavy Congestion,26.2,24.7,43.3,2.7,3.1
69,2019-09-10,Heavy Rain,27,72,59,Heavy Congestion,26.4,24.9,42.8,2.6,3.3
69,2019-09-12,Heavy Rain,24,95,150,Low Traffic,37.6,31,26.2,2.2,3
69,2019-09-13,Heavy Rain,27,52,74,Heavy Congestion,23.9,25.7,44.8,2.6,3
69,2019-09-17,Heavy Rain,27,103,82,Low Traffic,37,33.3,24.7,2.2,2.8
69,2019-09-23,Heavy Rain,32,104,117,Heavy Congestion,23.8,26,44.5,2.5,3.2
69,2019-10-10,Clear / Sunny,28,9,46,Heavy Congestion,15.3,19.2,33.4,16.3,15.8
69,2019-10-17,Pleasant / Cool,31,3,66,Moderate Traffic,15.3,20.2,17.1,23.8,23.6
69,2019-10-19,Clear / Sunny,23,4,48,Heavy Congestion,16.7,19.6,31.4,18.3,14
69,2019-10-20,Pleasant / Cool,27,2,67,Moderate Traffic,15.9,18.7,17.8,24.9,22.7
69,2019-11-12,Pleasant / Cool,24,10,84,Low Traffic,17.2,19.2,15.5,23.6,24.5
69,2019-11-13,Partly Cloudy,31,9,61,Low Traffic,23.3,26,19.7,15.7,15.3
69,2019-11-17,Partly Cloudy,23,3,61,Heavy Congestion,15.3,19.1,33.1,16.7,15.8
69,2019-11-21,Pleasant / Cool,26,9,67,Heavy Congestion,10.1,13.7,24.9,27.5,23.8
69,2019-11-28,Clear / Sunny,31,5,98,Heavy Congestion,16.1,19.8,32.8,16.3,15
69,2019-12-01,Pleasant / Cool,21,5,56,Moderate Traffic,16.1,19.8,17.7,23.3,23.1
69,2019-12-02,Pleasant / Cool,18,1,55,Low Traffic,16.7,20.2,14.5,23.7,24.9
69,2019-12-03,Pleasant / Cool,19,0,63,Heavy Congestion,10.4,13.3,26.1,27.5,22.7
69,2019-12-06,Pleasant / Cool,12,5,88,Moderate Traffic,15.8,19.6,17.4,23.4,23.8
69,2019-12-07,Pleasant / Cool,11,5,146,Heavy Congestion,9.7,14.5,25,25.8,25
69,2019-12-19,Pleasant / Cool,18,5,57,Moderate Traffic,15,19,16.9,25.8,23.3
69,2020-01-01,Pleasant / Cool,18,0,75,Low Traffic,18,19.4,16,22.2,24.4
69,2020-01-19,Pleasant / Cool,14,2,109,Low Traffic,17.2,17.7,15.2,25.3,24.6
69,2020-01-20,Pleasant / Cool,20,1,131,Heavy Congestion,10.3,13.9,24.6,26.3,24.9
69,2020-01-21,Pleasant / Cool,11,5,85,Heavy Congestion,11.3,13.9,24.1,26.4,24.3
69,2020-01-25,Pleasant / Cool,12,0,70,Moderate Traffic,15.3,19.4,16.1,24.1,25.1
69,2020-01-30,Pleasant / Cool,19,2,94,Low Traffic,16.2,19.5,17,23.2,24.1
69,2020-02-05,Pleasant / Cool,22,0,121,Moderate Traffic,16.3,18.3,16.8,22.4,26.2
69,2020-02-09,Pleasant / Cool,19,4,99,Moderate Traffic,16.1,17.6,17.1,25.1,24.1
69,2020-02-14,Pleasant / Cool,21,4,116,Heavy Congestion,10.3,14.1,23.2,28.7,23.7
69,2020-02-17,Pleasant / Cool,9,0,49,Moderate Traffic,14.1,18.8,17.4,23.4,26.3
69,2020-02-19,Pleasant / Cool,19,1,151,Moderate Traffic,15.7,19,18.2,22.3,24.8
69,2020-02-24,Pleasant / Cool,19,3,68,Moderate Traffic,14.6,20.4,18.3,22.8,23.9
69,2020-03-02,Partly Cloudy,24,5,160,Moderate Traffic,22.6,25.4,22.7,14.8,14.5
69,2020-03-13,Clear / Sunny,23,8,60,Low Traffic,24.1,26.7,19.8,15,14.4
69,2020-03-23,Clear / Sunny,24,8,77,Heavy Congestion,16.4,18.3,33.2,17,15.1
69,2020-03-25,Pleasant / Cool,28,0,68,Heavy Congestion,11.1,13.8,24.1,25.8,25.2
69,2020-03-28,Pleasant / Cool,28,9,91,Heavy Congestion,11.1,13.8,23.9,25.8,25.4
69,2020-03-30,Pleasant / Cool,27,2,53,Moderate Traffic,14.2,19.2,18.2,23.7,24.7
69,2020-04-05,Clear / Sunny,36,0,95,Heavy Congestion,15.4,17.9,34.4,17,15.3
69,2020-04-11,Clear / Sunny,30,0,119,Heavy Congestion,16.2,19.4,33.7,16.5,14.2
69,2020-04-14,Clear / Sunny,32,0,130,Moderate Traffic,23.8,23,23.8,15.1,14.3
69,2020-04-15,Clear / Sunny,32,0,157,Heavy Congestion,15.1,18,34,16.8,16.1
69,2020-04-18,Clear / Sunny,30,0,102,Low Traffic,24.4,25.6,20.3,14.7,15
69,2020-04-21,Clear / Sunny,33,0,85,Moderate Traffic,21.7,25.8,22,15.1,15.4
69,2020-04-23,Clear / Sunny,34,0,90,Moderate Traffic,22.8,25.4,22.2,14.9,14.7
69,2020-04-24,Clear / Sunny,35,0,145,Moderate Traffic,23.5,25.6,21.8,15.1,14
69,2020-04-26,Clear / Sunny,33,0,71,Heavy Congestion,17.4,20.2,31.7,16.1,14.6
69,2020-04-30,Clear / Sunny,34,0,134,Moderate Traffic,23.3,23.7,24.1,14.4,14.5
69,2020-05-04,Clear / Sunny,30,0,147,Heavy Congestion,17.6,18.8,32,16.4,15.2
69,2020-05-12,Clear / Sunny,33,0,63,Low Traffic,23.3,24.2,21.8,15.4,15.3
69,2020-05-22,Clear / Sunny,33,0,107,Low Traffic,26.1,23.9,21.3,14,14.7
69,2020-05-23,Clear / Sunny,34,0,73,Heavy Congestion,15.1,17.7,34.7,17.5,15
69,2020-05-31,Clear / Sunny,34,0,88,Low Traffic,26.1,25.6,18.6,14.8,14.9
69,2020-06-05,Heavy Rain,29,33,122,Low Traffic,34,33.1,28.1,2.1,2.7
69,2020-06-14,Thunderstorm,29,80,98,Heavy Congestion,23.9,25.8,44.5,2.8,3
69,2020-06-15,Heavy Rain,32,86,122,Moderate Traffic,34,31.8,29,2.1,3.1
69,2020-06-23,Heavy Rain,25,51,88,Heavy Congestion,25,23,46.5,2.6,2.9
69,2020-06-24,Heavy Rain,25,76,129,Moderate Traffic,32.8,31.5,30.3,2.3,3.1
69,2020-06-25,Heavy Rain,31,91,129,Low Traffic,36.9,33,25,2.1,3
69,2020-06-27,Thunderstorm,26,87,119,Moderate Traffic,32.1,33.3,29.3,2.2,3.1
69,2020-06-28,Heavy Rain,30,100,118,Moderate Traffic,33.3,32.4,28.8,2.4,3.1
69,2020-06-30,Thunderstorm,32,98,67,Heavy Congestion,25.2,24.8,44.7,2.6,2.7
69,2020-07-02,Thunderstorm,29,51,46,Moderate Traffic,33.9,31.2,29.5,2.4,3
69,2020-07-10,Heavy Rain,28,35,126,Heavy Congestion,24.2,23.7,46.1,2.9,3.1
69,2020-07-14,Heavy Rain,32,47,57,Moderate Traffic,34.1,30.2,30.7,2.1,2.9
69,2020-07-23,Heavy Rain,25,40,112,Low Traffic,37.1,31.4,26.2,2.5,2.8
69,2020-07-28,Thunderstorm,31,99,61,Heavy Congestion,24.5,24.1,45.6,2.7,3.1
69,2020-08-01,Thunderstorm,30,49,104,Moderate Traffic,34,30.2,31.2,2,2.6
69,2020-08-08,Heavy Rain,26,60,133,Low Traffic,33.8,33.5,27.5,2.3,2.9
69,2020-08-09,Heavy Rain,28,108,98,Low Traffic,36.4,32.3,26.3,2.1,2.9
69,2020-08-10,Heavy Rain,25,95,109,Heavy Congestion,24.5,25.5,44.3,2.8,2.9
69,2020-08-12,Thunderstorm,28,86,60,Moderate Traffic,35.2,29.5,29.9,2.3,3.1
69,2020-08-28,Thunderstorm,32,100,105,Heavy Congestion,24.1,23.7,46.1,2.8,3.3
69,2020-09-02,Thunderstorm,24,51,108,Heavy Congestion,26.4,24.7,43.1,2.8,3
69,2020-09-06,Thunderstorm,29,70,99,Low Traffic,36.8,32.7,25.3,2.3,2.9
69,2020-09-07,Heavy Rain,27,51,145,Low Traffic,37.3,31.9,25.4,2.4,3
69,2020-09-17,Heavy Rain,32,83,86,Low Traffic,37.5,30.9,26.9,2,2.7
69,2020-09-20,Thunderstorm,32,108,116,Moderate Traffic,31.8,33.5,29.4,2.4,2.9
69,2020-10-11,Pleasant / Cool,28,1,134,Moderate Traffic,16.5,18.3,16.9,22.5,25.8
69,2020-10-12,Pleasant / Cool,23,5,113,Low Traffic,18.1,19.6,16.1,22.8,23.4
69,2020-10-14,Partly Cloudy,27,9,77,Moderate Traffic,23,23.7,22.2,15.6,15.5
69,2020-10-17,Clear / Sunny,30,8,110,Heavy Congestion,17.8,18.1,32.1,17.4,14.6
69,2020-10-24,Partly Cloudy,26,0,57,Heavy Congestion,17.4,19.5,31,17.6,14.5
69,2020-10-25,Partly Cloudy,25,3,137,Moderate Traffic,23.2,24.6,23.1,14.9,14.2
69,2020-10-29,Clear / Sunny,31,3,59,Heavy Congestion,17.2,17.8,32.8,17,15.2
69,2020-11-04,Pleasant / Cool,28,0,157,Heavy Congestion,10.6,14.4,24.8,26.8,23.4
