trip_id,stand_name,location_id,trip_time,vehicles_available,trips_completed,demand_level
13134,Central Station Transit Hub,61,2019-01-07 20:00:00+00,25,73,Balanced
13135,Central Station Transit Hub,61,2019-01-13 08:00:00+00,13,76,Balanced
13136,Central Station Transit Hub,61,2019-01-25 20:00:00+00,12,17,Balanced
13137,Central Station Transit Hub,61,2019-02-01 20:00:00+00,24,70,Balanced
13138,Central Station Transit Hub,61,2019-02-02 14:00:00+00,33,62,Low Demand
13139,Central Station Transit Hub,61,2019-02-09 11:00:00+00,14,12,Balanced
13140,ISBT Main Bus Terminal,61,2019-02-11 08:00:00+00,35,39,Low Demand
13141,ISBT Main Bus Terminal,61,2019-02-15 17:00:00+00,13,26,Balanced
13142,ISBT Main Bus Terminal,61,2019-02-20 11:00:00+00,33,51,Low Demand
13143,ISBT Main Bus Terminal,61,2019-03-02 14:00:00+00,6,28,Balanced
13144,ISBT Main Bus Terminal,61,2019-03-04 20:00:00+00,11,76,Balanced
13145,ISBT Main Bus Terminal,61,2019-03-06 08:00:00+00,4,19,Balanced
13146,Central Station Transit Hub,61,2019-03-09 14:00:00+00,5,27,Balanced
13147,ISBT Main Bus Terminal,61,2019-03-11 08:00:00+00,22,50,Balanced
13148,Central Station Transit Hub,61,2019-03-16 14:00:00+00,30,30,Low Demand
13149,ISBT Main Bus Terminal,61,2019-03-21 17:00:00+00,21,15,Balanced
13150,ISBT Main Bus Terminal,61,2019-03-28 14:00:00+00,9,57,High Demand
13151,ISBT Main Bus Terminal,61,2019-04-03 14:00:00+00,25,57,Balanced
13152,Central Station Transit Hub,61,2019-04-12 14:00:00+00,25,22,Balanced
13153,Central Station Transit Hub,61,2019-04-16 08:00:00+00,5,34,Balanced
13154,Central Station Transit Hub,61,2019-04-18 08:00:00+00,25,75,Balanced
13155,ISBT Main Bus Terminal,61,2019-04-19 20:00:00+00,30,16,Low Demand
13156,ISBT Main Bus Terminal,61,2019-04-23 20:00:00+00,12,79,Balanced
13157,Central Station Transit Hub,61,2019-04-27 20:00:00+00,2,33,Balanced
13158,Central Station Transit Hub,61,2019-04-29 20:00:00+00,8,57,High Demand
13159,Central Station Transit Hub,61,2019-05-07 11:00:00+00,15,20,Balanced
13160,ISBT Main Bus Terminal,61,2019-05-23 11:00:00+00,27,77,Low Demand
13161,ISBT Main Bus Terminal,61,2019-05-24 08:00:00+00,10,37,Balanced
13162,Central Station Transit Hub,61,2019-06-03 08:00:00+00,17,40,Balanced
13163,ISBT Main Bus Terminal,61,2019-06-04 11:00:00+00,35,68,Low Demand
13164,Central Station Transit Hub,61,2019-06-28 20:00:00+00,4,80,High Demand
13165,Central Station Transit Hub,61,2019-06-30 11:00:00+00,12,19,Balanced
13166,Central Station Transit Hub,61,2019-07-11 08:00:00+00,25,45,Balanced
13167,ISBT Main Bus Terminal,61,2019-07-14 11:00:00+00,11,56,Balanced
13168,Central Station Transit Hub,61,2019-07-24 08:00:00+00,28,58,Low Demand
13169,ISBT Main Bus Terminal,61,2019-07-26 14:00:00+00,14,53,Balanced
13170,Central Station Transit Hub,61,2019-08-09 08:00:00+00,27,79,Low Demand
13171,ISBT Main Bus Terminal,61,2019-08-10 11:00:00+00,15,52,Balanced
13172,Central Station Transit Hub,61,2019-08-25 08:00:00+00,23,50,Balanced
13173,Central Station Transit Hub,61,2019-08-30 17:00:00+00,8,25,Balanced
13174,ISBT Main Bus Terminal,61,2019-09-08 20:00:00+00,15,73,Balanced
13175,ISBT Main Bus Terminal,61,2019-09-15 20:00:00+00,3,52,High Demand
13176,ISBT Main Bus Terminal,61,2019-09-16 14:00:00+00,19,47,Balanced
13177,ISBT Main Bus Terminal,61,2019-09-26 17:00:00+00,23,55,Balanced
13178,Central Station Transit Hub,61,2019-09-30 11:00:00+00,25,74,Balanced
13179,Central Station Transit Hub,61,2019-10-04 17:00:00+00,7,57,High Demand
13180,ISBT Main Bus Terminal,61,2019-10-07 20:00:00+00,18,54,Balanced
13181,ISBT Main Bus Terminal,61,2019-10-18 17:00:00+00,34,10,Low Demand
13182,Central Station Transit Hub,61,2019-10-22 08:00:00+00,15,23,Balanced
13183,Central Station Transit Hub,61,2019-11-03 08:00:00+00,24,48,Balanced
13184,ISBT Main Bus Terminal,61,2019-11-17 14:00:00+00,10,39,Balanced
13185,Central Station Transit Hub,61,2019-11-19 20:00:00+00,23,18,Balanced
13186,ISBT Main Bus Terminal,61,2019-11-24 08:00:00+00,14,42,Balanced
13187,ISBT Main Bus Terminal,61,2019-11-25 11:00:00+00,31,48,Low Demand
13188,Central Station Transit Hub,61,2019-12-14 11:00:00+00,30,69,Low Demand
13189,ISBT Main Bus Terminal,61,2019-12-20 11:00:00+00,29,55,Low Demand
13190,ISBT Main Bus Terminal,61,2019-12-21 11:00:00+00,18,16,Balanced
13191,ISBT Main Bus Terminal,61,2019-12-22 17:00:00+00,15,54,Balanced
13192,Central Station Transit Hub,61,2019-12-31 20:00:00+00,21,46,Balanced
13193,Central Station Transit Hub,61,2020-01-08 17:00:00+00,31,17,Low Demand
13194,Central Station Transit Hub,61,2020-01-17 14:00:00+00,34,18,Low Demand
13195,ISBT Main Bus Terminal,61,2020-01-18 14:00:00+00,19,48,Balanced
13196,ISBT Main Bus Terminal,61,2020-01-21 11:00:00+00,18,75,Balanced
13197,Central Station Transit Hub,61,2020-02-01 14:00:00+00,22,17,Balanced
13198,Central Station Transit Hub,61,2020-02-02 11:00:00+00,12,18,Balanced
13199,Central Station Transit Hub,61,2020-02-03 14:00:00+00,28,55,Low Demand
13200,Central Station Transit Hub,61,2020-02-28 11:00:00+00,11,42,Balanced
13201,ISBT Main Bus Terminal,61,2020-03-17 11:00:00+00,10,73,Balanced
13202,Central Station Transit Hub,61,2020-03-19 11:00:00+00,24,52,Balanced
13203,ISBT Main Bus Terminal,61,2020-03-21 14:00:00+00,3,51,High Demand
13204,ISBT Main Bus Terminal,61,2020-03-23 20:00:00+00,22,40,Balanced
13205,ISBT Main Bus Terminal,61,2020-03-24 17:00:00+00,24,41,Balanced
13206,Central Station Transit Hub,61,2020-04-02 20:00:00+00,14,69,Balanced
13207,Central Station Transit Hub,61,2020-04-12 08:00:00+00,3,14,Balanced
13208,Central Station Transit Hub,61,2020-04-18 14:00:00+00,10,71,Balanced
13209,Central Station Transit Hub,61,2020-04-24 14:00:00+00,16,33,Balanced
13210,Central Station Transit Hub,61,2020-05-02 11:00:00+00,30,19,Low Demand
13211,Central Station Transit Hub,61,2020-05-29 08:00:00+00,13,59,Balanced
13212,Central Station Transit Hub,61,2020-06-05 11:00:00+00,10,41,Balanced
13213,ISBT Main Bus Terminal,61,2020-06-09 20:00:00+00,27,76,Low Demand
13214,Central Station Transit Hub,61,2020-06-18 08:00:00+00,6,80,High Demand
13215,ISBT Main Bus Terminal,61,2020-06-20 08:00:00+00,31,76,Low Demand
13216,ISBT Main Bus Terminal,61,2020-06-21 20:00:00+00,21,23,Balanced
13217,ISBT Main Bus Terminal,61,2020-06-23 14:00:00+00,6,61,High Demand
13218,ISBT Main Bus Terminal,61,2020-07-06 14:00:00+00,35,80,Low Demand
13219,Central Station Transit Hub,61,2020-07-28 20:00:00+00,11,41,Balanced
13220,Central Station Transit Hub,61,2020-08-10 11:00:00+00,9,60,High Demand
13221,Central Station Transit Hub,61,2020-08-20 08:00:00+00,8,35,Balanced
13222,Central Station Transit Hub,61,2020-08-28 08:00:00+00,3,32,Balanced
13223,Central Station Transit Hub,61,2020-09-08 11:00:00+00,7,43,Balanced
13224,Central Station Transit Hub,61,2020-09-18 11:00:00+00,20,16,Balanced
13225,Central Station Transit Hub,61,2020-09-19 08:00:00+00,9,65,High Demand
13226,Central Station Transit Hub,61,2020-09-22 11:00:00+00,17,14,Balanced
13227,ISBT Main Bus Terminal,61,2020-09-23 17:00:00+00,31,32,Low Demand
13228,ISBT Main Bus Terminal,61,2020-10-07 11:00:00+00,18,66,Balanced
13229,Central Station Transit Hub,61,2020-10-15 14:00:00+00,34,34,Low Demand
13230,ISBT Main Bus Terminal,61,2020-11-07 20:00:00+00,17,26,Balanced
13231,Central Station Transit Hub,61,2020-11-12 11:00:00+00,5,33,Balanced
13232,Central Station Transit Hub,61,2020-11-23 08:00:00+00,6,36,Balanced
13233,Central Station Transit Hub,61,2020-11-24 08:00:00+00,17,15,Balanced
13234,Central Station Transit Hub,61,2020-12-16 11:00:00+00,15,26,Balanced
13235,ISBT Main Bus Terminal,61,2020-12-18 17:00:00+00,21,74,Balanced
13236,Central Station Transit Hub,61,2020-12-24 14:00:00+00,4,18,Balanced
13237,Central Station Transit Hub,61,2020-12-25 08:00:00+00,15,62,Balanced
13238,Central Station Transit Hub,61,2021-01-03 11:00:00+00,34,57,Low Demand
13239,Central Station Transit Hub,61,2021-01-11 17:00:00+00,25,80,Balanced
13240,ISBT Main Bus Terminal,61,2021-01-15 17:00:00+00,33,37,Low Demand
13241,ISBT Main Bus Terminal,61,2021-01-21 14:00:00+00,10,56,Balanced
13242,ISBT Main Bus Terminal,61,2021-01-23 11:00:00+00,17,65,Balanced
13243,ISBT Main Bus Terminal,61,2021-01-25 17:00:00+00,16,34,Balanced
13244,Central Station Transit Hub,61,2021-02-05 11:00:00+00,16,22,Balanced
13245,Central Station Transit Hub,61,2021-02-12 14:00:00+00,31,39,Low Demand
13246,Central Station Transit Hub,61,2021-02-14 11:00:00+00,12,49,Balanced
13247,Central Station Transit Hub,61,2021-02-20 08:00:00+00,9,41,Balanced
13248,Central Station Transit Hub,61,2021-03-08 20:00:00+00,25,62,Balanced
13249,Central Station Transit Hub,61,2021-03-11 08:00:00+00,15,25,Balanced
13250,Central Station Transit Hub,61,2021-03-16 17:00:00+00,6,66,High Demand
13251,ISBT Main Bus Terminal,61,2021-03-20 20:00:00+00,7,44,Balanced
13252,ISBT Main Bus Terminal,61,2021-03-22 11:00:00+00,29,38,Low Demand
13253,Central Station Transit Hub,61,2021-04-08 08:00:00+00,3,48,Balanced
13254,ISBT Main Bus Terminal,61,2021-04-09 20:00:00+00,2,60,High Demand
13255,ISBT Main Bus Terminal,61,2021-04-13 08:00:00+00,7,79,High Demand
13256,Central Station Transit Hub,61,2021-04-15 14:00:00+00,17,27,Balanced
13257,Central Station Transit Hub,61,2021-04-17 14:00:00+00,14,12,Balanced
13258,Central Station Transit Hub,61,2021-04-24 20:00:00+00,26,15,Low Demand
13259,Central Station Transit Hub,61,2021-05-02 08:00:00+00,3,21,Balanced
13260,Central Station Transit Hub,61,2021-05-17 11:00:00+00,10,26,Balanced
13261,Central Station Transit Hub,61,2021-06-06 08:00:00+00,2,67,High Demand
13262,Central Station Transit Hub,61,2021-06-07 08:00:00+00,26,11,Low Demand
13263,Central Station Transit Hub,61,2021-06-16 11:00:00+00,6,25,Balanced
13264,Central Station Transit Hub,61,2021-06-23 08:00:00+00,32,79,Low Demand
13265,ISBT Main Bus Terminal,61,2021-06-26 08:00:00+00,25,20,Balanced
13266,ISBT Main Bus Terminal,61,2021-06-29 20:00:00+00,6,24,Balanced
13267,Central Station Transit Hub,61,2021-07-06 08:00:00+00,13,31,Balanced
13268,ISBT Main Bus Terminal,61,2021-07-17 11:00:00+00,17,71,Balanced
13269,ISBT Main Bus Terminal,61,2021-07-25 14:00:00+00,20,73,Balanced
13270,Central Station Transit Hub,61,2021-07-30 20:00:00+00,17,48,Balanced
13271,ISBT Main Bus Terminal,61,2021-07-31 14:00:00+00,6,19,Balanced
13272,Central Station Transit Hub,61,2021-08-04 08:00:00+00,7,76,High Demand
13273,Central Station Transit Hub,61,2021-08-07 20:00:00+00,16,63,Balanced
13274,ISBT Main Bus Terminal,61,2021-08-08 17:00:00+00,27,32,Low Demand
13275,ISBT Main Bus Terminal,61,2021-08-11 17:00:00+00,25,71,Balanced
13276,ISBT Main Bus Terminal,61,2021-08-22 08:00:00+00,4,54,High Demand
13277,ISBT Main Bus Terminal,61,2021-08-27 20:00:00+00,12,54,Balanced
13278,ISBT Main Bus Terminal,61,2021-09-04 17:00:00+00,27,35,Low Demand
13279,Central Station Transit Hub,61,2021-09-13 11:00:00+00,24,18,Balanced
13280,ISBT Main Bus Terminal,61,2021-09-19 17:00:00+00,14,39,Balanced
13281,Central Station Transit Hub,61,2021-09-23 17:00:00+00,17,75,Balanced
13282,ISBT Main Bus Terminal,61,2021-10-01 20:00:00+00,12,52,Balanced
13283,Central Station Transit Hub,61,2021-10-09 11:00:00+00,34,62,Low Demand
13284,Central Station Transit Hub,61,2021-10-14 11:00:00+00,33,36,Low Demand
13285,ISBT Main Bus Terminal,61,2021-10-25 20:00:00+00,5,70,High Demand
13286,ISBT Main Bus Terminal,61,2021-10-30 11:00:00+00,22,63,Balanced
13287,Central Station Transit Hub,61,2021-11-01 14:00:00+00,6,34,Balanced
13288,Central Station Transit Hub,61,2021-11-10 11:00:00+00,13,19,Balanced
13289,ISBT Main Bus Terminal,61,2021-11-12 14:00:00+00,20,74,Balanced
13290,ISBT Main Bus Terminal,61,2021-11-14 20:00:00+00,33,65,Low Demand
13291,Central Station Transit Hub,61,2021-11-24 08:00:00+00,3,39,Balanced
13292,Central Station Transit Hub,61,2021-12-06 17:00:00+00,7,72,High Demand
13293,ISBT Main Bus Terminal,61,2021-12-11 17:00:00+00,28,79,Low Demand
13294,Central Station Transit Hub,61,2021-12-17 11:00:00+00,13,20,Balanced
13295,Central Station Transit Hub,61,2021-12-26 08:00:00+00,28,31,Low Demand
13296,ISBT Main Bus Terminal,61,2021-12-27 20:00:00+00,8,53,High Demand
13297,Central Station Transit Hub,61,2021-12-31 11:00:00+00,12,42,Balanced
13298,ISBT Main Bus Terminal,61,2022-01-04 20:00:00+00,9,43,Balanced
13299,ISBT Main Bus Terminal,61,2022-01-17 08:00:00+00,33,10,Low Demand
13300,ISBT Main Bus Terminal,61,2022-01-29 11:00:00+00,22,67,Balanced
13301,ISBT Main Bus Terminal,61,2022-02-24 17:00:00+00,30,28,Low Demand
13302,ISBT Main Bus Terminal,61,2022-02-27 08:00:00+00,33,34,Low Demand
13303,ISBT Main Bus Terminal,61,2022-02-28 17:00:00+00,10,44,Balanced
13304,ISBT Main Bus Terminal,61,2022-03-05 20:00:00+00,18,31,Balanced
13305,ISBT Main Bus Terminal,61,2022-03-09 14:00:00+00,10,64,Balanced
13306,ISBT Main Bus Terminal,61,2022-03-11 08:00:00+00,19,73,Balanced
13307,ISBT Main Bus Terminal,61,2022-03-13 14:00:00+00,20,22,Balanced
13308,Central Station Transit Hub,61,2022-03-30 11:00:00+00,26,32,Low Demand
13309,Central Station Transit Hub,61,2022-04-05 11:00:00+00,22,58,Balanced
13310,Central Station Transit Hub,61,2022-04-09 14:00:00+00,28,76,Low Demand
13311,ISBT Main Bus Terminal,61,2022-04-22 08:00:00+00,10,57,Balanced
13312,Central Station Transit Hub,61,2022-04-28 14:00:00+00,11,33,Balanced
13313,Central Station Transit Hub,61,2022-05-01 11:00:00+00,4,33,Balanced
13314,ISBT Main Bus Terminal,61,2022-05-03 17:00:00+00,29,56,Low Demand
13315,Central Station Transit Hub,61,2022-05-15 11:00:00+00,17,34,Balanced
13316,Central Station Transit Hub,61,2022-05-16 14:00:00+00,31,73,Low Demand
13317,ISBT Main Bus Terminal,61,2022-05-17 08:00:00+00,11,44,Balanced
13318,ISBT Main Bus Terminal,61,2022-05-18 20:00:00+00,11,55,Balanced
13319,Central Station Transit Hub,61,2022-05-23 14:00:00+00,7,54,High Demand
13320,ISBT Main Bus Terminal,61,2022-05-24 11:00:00+00,19,43,Balanced
13321,Central Station Transit Hub,61,2022-05-25 11:00:00+00,25,18,Balanced
13322,ISBT Main Bus Terminal,61,2022-05-30 17:00:00+00,31,27,Low Demand
13323,ISBT Main Bus Terminal,61,2022-05-31 14:00:00+00,30,62,Low Demand
13324,Central Station Transit Hub,61,2022-06-06 17:00:00+00,10,62,Balanced
13325,ISBT Main Bus Terminal,61,2022-06-07 11:00:00+00,31,63,Low Demand
13326,ISBT Main Bus Terminal,61,2022-06-15 08:00:00+00,12,19,Balanced
13327,Central Station Transit Hub,61,2022-06-16 14:00:00+00,12,14,Balanced
13328,Central Station Transit Hub,61,2022-06-25 20:00:00+00,20,31,Balanced
13329,ISBT Main Bus Terminal,61,2022-06-29 14:00:00+00,5,29,Balanced
13330,Central Station Transit Hub,61,2022-07-05 17:00:00+00,14,19,Balanced
13331,ISBT Main Bus Terminal,61,2022-07-06 14:00:00+00,33,35,Low Demand
13332,Central Station Transit Hub,61,2022-07-20 08:00:00+00,19,68,Balanced
13333,Central Station Transit Hub,61,2022-07-27 08:00:00+00,32,10,Low Demand
13334,Central Station Transit Hub,61,2022-08-05 14:00:00+00,33,12,Low Demand
13335,ISBT Main Bus Terminal,61,2022-09-04 14:00:00+00,12,67,Balanced
13336,Central Station Transit Hub,61,2022-09-07 11:00:00+00,30,72,Low Demand
13337,Central Station Transit Hub,61,2022-09-10 17:00:00+00,20,29,Balanced
13338,ISBT Main Bus Terminal,61,2022-09-23 20:00:00+00,29,33,Low Demand
13339,Central Station Transit Hub,61,2022-09-30 11:00:00+00,20,40,Balanced
13340,Central Station Transit Hub,61,2022-10-06 17:00:00+00,27,71,Low Demand
13341,Central Station Transit Hub,61,2022-10-12 11:00:00+00,27,28,Low Demand
13342,ISBT Main Bus Terminal,61,2022-10-16 17:00:00+00,21,28,Balanced
13343,Central Station Transit Hub,61,2022-10-17 20:00:00+00,30,11,Low Demand
13344,Central Station Transit Hub,61,2022-11-01 14:00:00+00,24,79,Balanced
13345,ISBT Main Bus Terminal,61,2022-11-04 17:00:00+00,22,51,Balanced
13346,ISBT Main Bus Terminal,61,2022-11-11 20:00:00+00,27,14,Low Demand
13347,ISBT Main Bus Terminal,61,2022-11-21 17:00:00+00,7,19,Balanced
13348,Central Station Transit Hub,61,2022-11-26 17:00:00+00,32,34,Low Demand
13349,Central Station Transit Hub,61,2022-12-10 14:00:00+00,5,46,Balanced
13350,Central Station Transit Hub,61,2022-12-14 17:00:00+00,13,11,Balanced
13351,Central Station Transit Hub,61,2022-12-15 08:00:00+00,23,28,Balanced
13352,Central Station Transit Hub,61,2022-12-18 17:00:00+00,6,12,Balanced
13353,ISBT Main Bus Terminal,62,2019-01-11 11:00:00+00,22,23,Balanced
13354,Central Station Transit Hub,62,2019-01-17 20:00:00+00,8,64,High Demand
13355,Central Station Transit Hub,62,2019-01-18 14:00:00+00,26,10,Low Demand
13356,ISBT Main Bus Terminal,62,2019-01-26 20:00:00+00,5,40,Balanced
13357,ISBT Main Bus Terminal,62,2019-02-07 20:00:00+00,21,70,Balanced
13358,ISBT Main Bus Terminal,62,2019-02-12 11:00:00+00,20,13,Balanced
13359,ISBT Main Bus Terminal,62,2019-02-17 11:00:00+00,17,25,Balanced
13360,Central Station Transit Hub,62,2019-02-28 14:00:00+00,20,14,Balanced
13361,Central Station Transit Hub,62,2019-03-04 20:00:00+00,33,75,Low Demand
13362,ISBT Main Bus Terminal,62,2019-03-06 20:00:00+00,16,66,Balanced
13363,Central Station Transit Hub,62,2019-03-16 08:00:00+00,21,57,Balanced
13364,Central Station Transit Hub,62,2019-03-23 11:00:00+00,20,64,Balanced
13365,Central Station Transit Hub,62,2019-03-24 17:00:00+00,19,10,Balanced
13366,ISBT Main Bus Terminal,62,2019-04-01 20:00:00+00,15,60,Balanced
13367,ISBT Main Bus Terminal,62,2019-04-07 11:00:00+00,34,24,Low Demand
13368,ISBT Main Bus Terminal,62,2019-04-17 14:00:00+00,13,77,Balanced
13369,Central Station Transit Hub,62,2019-04-20 11:00:00+00,30,55,Low Demand
13370,Central Station Transit Hub,62,2019-04-23 20:00:00+00,11,21,Balanced
13371,ISBT Main Bus Terminal,62,2019-05-14 08:00:00+00,31,54,Low Demand
13372,ISBT Main Bus Terminal,62,2019-05-15 17:00:00+00,13,16,Balanced
13373,ISBT Main Bus Terminal,62,2019-05-17 14:00:00+00,21,73,Balanced
13374,ISBT Main Bus Terminal,62,2019-05-21 17:00:00+00,35,41,Low Demand
13375,ISBT Main Bus Terminal,62,2019-05-26 08:00:00+00,21,39,Balanced
13376,ISBT Main Bus Terminal,62,2019-05-30 11:00:00+00,34,15,Low Demand
13377,ISBT Main Bus Terminal,62,2019-06-01 14:00:00+00,7,13,Balanced
13378,ISBT Main Bus Terminal,62,2019-06-08 20:00:00+00,29,68,Low Demand
13379,ISBT Main Bus Terminal,62,2019-06-18 08:00:00+00,23,78,Balanced
13380,ISBT Main Bus Terminal,62,2019-06-19 14:00:00+00,26,29,Low Demand
13381,Central Station Transit Hub,62,2019-06-25 20:00:00+00,20,53,Balanced
13382,ISBT Main Bus Terminal,62,2019-06-26 20:00:00+00,21,28,Balanced
13383,Central Station Transit Hub,62,2019-06-27 20:00:00+00,11,31,Balanced
13384,ISBT Main Bus Terminal,62,2019-07-03 17:00:00+00,5,20,Balanced
13385,ISBT Main Bus Terminal,62,2019-07-05 08:00:00+00,8,49,Balanced
13386,Central Station Transit Hub,62,2019-07-08 11:00:00+00,2,33,Balanced
13387,Central Station Transit Hub,62,2019-07-09 14:00:00+00,11,18,Balanced
13388,ISBT Main Bus Terminal,62,2019-07-27 20:00:00+00,35,19,Low Demand
13389,ISBT Main Bus Terminal,62,2019-07-31 20:00:00+00,7,53,High Demand
13390,Central Station Transit Hub,62,2019-08-06 20:00:00+00,6,30,Balanced
13391,Central Station Transit Hub,62,2019-08-16 11:00:00+00,3,58,High Demand
13392,Central Station Transit Hub,62,2019-08-17 14:00:00+00,11,33,Balanced
13393,ISBT Main Bus Terminal,62,2019-08-28 17:00:00+00,29,71,Low Demand
13394,ISBT Main Bus Terminal,62,2019-09-02 20:00:00+00,4,64,High Demand
13395,Central Station Transit Hub,62,2019-09-10 17:00:00+00,33,24,Low Demand
13396,Central Station Transit Hub,62,2019-09-15 11:00:00+00,5,61,High Demand
13397,Central Station Transit Hub,62,2019-09-16 08:00:00+00,34,41,Low Demand
13398,ISBT Main Bus Terminal,62,2019-09-18 11:00:00+00,5,74,High Demand
13399,ISBT Main Bus Terminal,62,2019-09-21 17:00:00+00,35,56,Low Demand
13400,Central Station Transit Hub,62,2019-09-22 08:00:00+00,16,30,Balanced
13401,Central Station Transit Hub,62,2019-09-25 14:00:00+00,4,40,Balanced
13402,ISBT Main Bus Terminal,62,2019-09-27 20:00:00+00,35,20,Low Demand
13403,Central Station Transit Hub,62,2019-09-29 08:00:00+00,22,11,Balanced
13404,Central Station Transit Hub,62,2019-09-30 11:00:00+00,18,31,Balanced
13405,ISBT Main Bus Terminal,62,2019-10-05 14:00:00+00,31,75,Low Demand
13406,ISBT Main Bus Terminal,62,2019-10-08 20:00:00+00,24,12,Balanced
13407,ISBT Main Bus Terminal,62,2019-10-16 17:00:00+00,31,76,Low Demand
13408,ISBT Main Bus Terminal,62,2019-10-18 14:00:00+00,7,62,High Demand
13409,ISBT Main Bus Terminal,62,2019-10-22 17:00:00+00,27,54,Low Demand
13410,ISBT Main Bus Terminal,62,2019-10-25 11:00:00+00,28,44,Low Demand
13411,ISBT Main Bus Terminal,62,2019-10-27 20:00:00+00,13,29,Balanced
13412,Central Station Transit Hub,62,2019-10-28 17:00:00+00,3,73,High Demand
13413,Central Station Transit Hub,62,2019-10-29 14:00:00+00,21,14,Balanced
13414,Central Station Transit Hub,62,2019-11-03 17:00:00+00,32,80,Low Demand
13415,ISBT Main Bus Terminal,62,2019-11-06 20:00:00+00,21,35,Balanced
13416,Central Station Transit Hub,62,2019-11-07 14:00:00+00,11,56,Balanced
13417,Central Station Transit Hub,62,2019-11-09 11:00:00+00,25,76,Balanced
13418,Central Station Transit Hub,62,2019-11-27 20:00:00+00,35,19,Low Demand
13419,ISBT Main Bus Terminal,62,2019-12-18 20:00:00+00,33,35,Low Demand
13420,ISBT Main Bus Terminal,62,2019-12-24 20:00:00+00,14,60,Balanced
13421,ISBT Main Bus Terminal,62,2019-12-30 11:00:00+00,29,45,Low Demand
13422,Central Station Transit Hub,62,2019-12-31 14:00:00+00,28,14,Low Demand
13423,ISBT Main Bus Terminal,62,2020-01-02 11:00:00+00,2,53,High Demand
13424,ISBT Main Bus Terminal,62,2020-01-15 14:00:00+00,18,27,Balanced
13425,Central Station Transit Hub,62,2020-01-16 20:00:00+00,7,78,High Demand
13426,Central Station Transit Hub,62,2020-01-27 17:00:00+00,10,22,Balanced
13427,ISBT Main Bus Terminal,62,2020-02-04 20:00:00+00,22,34,Balanced
13428,ISBT Main Bus Terminal,62,2020-02-06 11:00:00+00,22,39,Balanced
13429,Central Station Transit Hub,62,2020-02-13 14:00:00+00,17,24,Balanced
13430,Central Station Transit Hub,62,2020-02-17 20:00:00+00,35,39,Low Demand
13431,ISBT Main Bus Terminal,62,2020-02-19 14:00:00+00,23,66,Balanced
13432,ISBT Main Bus Terminal,62,2020-02-28 20:00:00+00,12,14,Balanced
13433,ISBT Main Bus Terminal,62,2020-03-14 20:00:00+00,23,79,Balanced
13434,ISBT Main Bus Terminal,62,2020-03-15 08:00:00+00,18,69,Balanced
13435,ISBT Main Bus Terminal,62,2020-03-18 14:00:00+00,27,70,Low Demand
13436,Central Station Transit Hub,62,2020-03-19 08:00:00+00,13,19,Balanced
13437,Central Station Transit Hub,62,2020-03-30 14:00:00+00,15,69,Balanced
13438,Central Station Transit Hub,62,2020-04-01 11:00:00+00,4,27,Balanced
13439,Central Station Transit Hub,62,2020-04-02 08:00:00+00,30,75,Low Demand
13440,Central Station Transit Hub,62,2020-04-05 08:00:00+00,21,78,Balanced
13441,ISBT Main Bus Terminal,62,2020-04-09 11:00:00+00,18,54,Balanced
13442,ISBT Main Bus Terminal,62,2020-04-10 08:00:00+00,14,76,Balanced
13443,Central Station Transit Hub,62,2020-04-13 14:00:00+00,18,42,Balanced
13444,Central Station Transit Hub,62,2020-04-17 11:00:00+00,29,28,Low Demand
13445,Central Station Transit Hub,62,2020-04-26 14:00:00+00,24,67,Balanced
13446,Central Station Transit Hub,62,2020-05-07 14:00:00+00,27,12,Low Demand
13447,Central Station Transit Hub,62,2020-05-15 14:00:00+00,24,51,Balanced
13448,ISBT Main Bus Terminal,62,2020-05-17 11:00:00+00,10,63,Balanced
13449,Central Station Transit Hub,62,2020-05-23 14:00:00+00,2,21,Balanced
13450,ISBT Main Bus Terminal,62,2020-05-27 17:00:00+00,18,69,Balanced
13451,Central Station Transit Hub,62,2020-06-06 20:00:00+00,12,33,Balanced
13452,ISBT Main Bus Terminal,62,2020-06-07 14:00:00+00,21,78,Balanced
13453,Central Station Transit Hub,62,2020-06-24 17:00:00+00,7,74,High Demand
13454,ISBT Main Bus Terminal,62,2020-06-26 11:00:00+00,18,44,Balanced
13455,ISBT Main Bus Terminal,62,2020-06-30 08:00:00+00,31,53,Low Demand
13456,Central Station Transit Hub,62,2020-07-01 08:00:00+00,7,14,Balanced
13457,Central Station Transit Hub,62,2020-07-06 08:00:00+00,29,47,Low Demand
13458,Central Station Transit Hub,62,2020-07-25 17:00:00+00,19,77,Balanced
13459,ISBT Main Bus Terminal,62,2020-08-18 11:00:00+00,11,74,Balanced
13460,ISBT Main Bus Terminal,62,2020-08-23 11:00:00+00,9,48,Balanced
13461,ISBT Main Bus Terminal,62,2020-08-25 14:00:00+00,22,78,Balanced
13462,Central Station Transit Hub,62,2020-09-05 11:00:00+00,7,68,High Demand
13463,ISBT Main Bus Terminal,62,2020-09-08 17:00:00+00,8,23,Balanced
13464,ISBT Main Bus Terminal,62,2020-09-16 08:00:00+00,10,24,Balanced
13465,Central Station Transit Hub,62,2020-09-21 08:00:00+00,23,38,Balanced
13466,Central Station Transit Hub,62,2020-09-22 08:00:00+00,19,49,Balanced
13467,ISBT Main Bus Terminal,62,2020-09-24 08:00:00+00,12,30,Balanced
