booking_id,location_id,booking_date,booking_time,status,entry_fee_inr,visit_duration_min,wait_time_min,surge_multiplier
4575,54,2022-01-13,19:00:00,Completed,200,174,26,2.5
4576,55,2019-03-01,09:00:00,Completed,0,101,22,1.7
4577,56,2022-01-29,10:00:00,Completed,200,162,38,1.9
4578,57,2022-04-19,16:00:00,No-Show,100,178,32,1.9
4579,58,2021-02-20,08:00:00,Cancelled,500,167,37,2.0
4580,59,2020-06-17,13:00:00,Completed,50,177,38,2.0
4581,60,2021-03-05,08:00:00,No-Show,200,97,9,1.3
4582,61,2020-03-14,11:00:00,No-Show,500,72,22,1.9
4583,62,2021-04-11,09:00:00,Completed,0,110,35,2.5
4584,63,2020-01-12,13:00:00,Cancelled,0,36,26,1.4
4585,64,2022-06-05,08:00:00,Completed,100,76,25,1.3
4586,65,2021-04-09,14:00:00,No-Show,200,93,29,2.2
4587,66,2021-04-26,17:00:00,No-Show,100,40,39,1.4
4588,67,2019-03-14,19:00:00,Cancelled,0,174,8,1.9
4589,68,2022-05-12,13:00:00,Completed,50,62,42,1.8
4590,69,2022-03-15,14:00:00,Completed,50,156,42,1.7
4591,70,2022-01-22,10:00:00,Completed,500,143,38,1.4
4592,71,2019-03-14,12:00:00,Completed,500,169,15,1.7
4593,72,2020-05-02,10:00:00,Completed,200,74,15,2.4
4594,73,2022-01-04,19:00:00,Completed,100,112,43,1.3
4595,74,2021-01-03,13:00:00,Completed,500,63,39,1.1
4596,75,2020-01-26,10:00:00,Cancelled,200,148,13,2.2
4597,76,2022-01-01,15:00:00,No-Show,100,100,9,2.4
4598,77,2021-06-28,08:00:00,Completed,50,71,18,2.4
4599,78,2021-06-21,13:00:00,No-Show,100,116,39,1.5
4600,79,2020-02-16,11:00:00,Completed,30,101,32,1.7
4601,80,2019-03-01,18:00:00,Completed,500,86,31,2.1
4602,81,2019-01-05,12:00:00,Completed,350,48,28,1.6
4603,82,2019-03-06,10:00:00,Completed,200,174,36,1.7
4604,83,2021-04-19,19:00:00,Completed,100,78,22,2.0
4605,84,2019-03-18,13:00:00,Cancelled,500,148,20,1.2
4606,85,2021-04-01,12:00:00,No-Show,350,51,12,1.3
4607,86,2020-03-11,19:00:00,Completed,30,108,14,1.4
4608,87,2021-03-07,17:00:00,Cancelled,30,67,38,1.3
4609,88,2022-05-21,15:00:00,Cancelled,50,150,23,1.1
4610,89,2021-05-05,14:00:00,Cancelled,0,103,27,1.5
4611,90,2022-04-10,16:00:00,Completed,200,169,29,1.4
4612,91,2019-01-27,11:00:00,Cancelled,350,137,12,1.8
4613,92,2020-04-12,09:00:00,Completed,50,165,14,2.1
4614,93,2020-02-04,09:00:00,Cancelled,100,76,25,1.7
4615,94,2021-03-23,08:00:00,Completed,200,103,32,1.5
4616,95,2020-03-15,14:00:00,No-Show,100,33,25,2.3
4617,96,2019-03-10,14:00:00,Completed,0,106,20,1.3
4618,97,2021-02-10,09:00:00,No-Show,100,150,15,2.3
4619,98,2020-03-21,13:00:00,No-Show,100,59,39,1.9
4620,99,2020-04-29,16:00:00,Completed,500,88,16,1.1
4621,100,2021-06-20,10:00:00,No-Show,200,89,40,1.4
4622,101,2022-01-25,18:00:00,Completed,200,88,22,2.4
4623,102,2022-02-06,15:00:00,No-Show,200,32,28,1.3
4624,103,2022-02-20,17:00:00,Completed,350,39,7,1.3
4625,104,2022-01-24,18:00:00,Completed,50,139,12,1.7
4626,105,2019-06-18,17:00:00,Cancelled,200,30,36,1.1
4627,106,2020-01-06,12:00:00,Completed,30,72,5,1.6
4628,107,2021-02-12,11:00:00,Completed,0,166,5,1.2
4629,108,2021-01-15,13:00:00,Cancelled,200,101,34,1.2
4630,109,2020-01-27,12:00:00,Completed,200,123,13,1.3
4631,110,2019-04-29,18:00:00,Completed,350,155,42,1.4
4632,111,2021-04-07,11:00:00,Completed,30,57,5,1.0
4633,112,2021-04-23,16:00:00,Completed,200,104,13,1.3
4634,113,2022-01-24,11:00:00,No-Show,350,71,15,1.7
4635,114,2022-06-15,11:00:00,Completed,0,137,39,1.5
4636,115,2020-03-17,10:00:00,No-Show,500,47,12,1.7
4637,116,2019-06-28,09:00:00,Cancelled,200,139,44,1.1
4638,117,2022-06-20,14:00:00,No-Show,350,154,31,2.5
4639,118,2019-01-21,19:00:00,No-Show,50,43,17,2.0
4640,119,2019-05-13,10:00:00,Cancelled,50,73,30,2.0
4641,120,2022-03-08,18:00:00,Completed,350,34,6,1.5
4642,121,2020-02-05,12:00:00,No-Show,50,154,10,1.7
4643,122,2021-02-05,13:00:00,Completed,50,151,35,2.2
4644,123,2021-04-19,18:00:00,Completed,350,89,28,1.2
4645,124,2021-05-23,16:00:00,Completed,30,70,40,1.5
4646,125,2021-02-03,13:00:00,Completed,100,167,15,1.4
4647,126,2021-05-22,19:00:00,No-Show,100,91,5,2.3
4648,127,2019-05-06,15:00:00,No-Show,350,54,11,2.4
4649,128,2019-05-06,15:00:00,No-Show,200,172,12,1.7
4650,129,2020-04-04,09:00:00,No-Show,0,54,18,1.9
4651,130,2020-02-22,11:00:00,Completed,100,163,20,1.2
4652,131,2020-02-05,18:00:00,Completed,0,139,31,1.6
4653,132,2021-02-05,16:00:00,Completed,350,79,35,2.4
4654,133,2020-02-24,16:00:00,Completed,200,95,31,1.3
4655,134,2022-06-11,19:00:00,No-Show,200,131,10,1.5
4656,135,2022-03-28,17:00:00,Completed,0,99,22,1.7
4657,136,2022-06-08,10:00:00,Completed,200,157,43,1.8
4658,137,2022-03-14,18:00:00,Cancelled,30,71,36,1.3
4659,138,2021-02-25,13:00:00,Completed,500,117,34,2.3
4660,139,2020-04-25,18:00:00,Completed,30,130,34,1.9
4661,140,2022-02-06,11:00:00,Completed,200,60,33,1.7
4662,141,2020-05-18,13:00:00,Completed,0,164,28,1.8
4663,142,2020-04-20,14:00:00,Completed,50,101,23,1.9
4664,143,2021-06-02,13:00:00,Completed,30,52,31,2.1
4665,144,2019-03-26,14:00:00,Completed,350,71,17,1.5
4666,145,2022-01-01,09:00:00,Completed,0,69,35,1.4
4667,146,2021-01-27,16:00:00,Completed,30,131,18,1.4
4668,147,2020-04-26,09:00:00,Completed,100,89,8,1.9
4669,148,2020-01-28,17:00:00,Completed,30,40,40,1.9
4670,149,2021-02-19,16:00:00,Completed,0,106,8,1.3
4671,150,2021-01-10,17:00:00,Completed,350,110,38,1.5
4672,151,2022-02-12,09:00:00,Cancelled,350,171,20,1.6
4673,152,2019-04-02,08:00:00,Completed,500,141,41,2.4
4674,1,2021-06-02,17:00:00,Completed,50,134,11,1.6
4675,2,2022-05-26,11:00:00,Completed,500,156,42,1.7
4676,3,2022-02-13,19:00:00,Completed,200,37,33,1.6
4677,4,2020-05-15,14:00:00,Completed,200,165,27,1.2
4678,5,2022-02-21,15:00:00,No-Show,50,165,32,1.4
4679,6,2022-01-30,16:00:00,Completed,100,90,39,1.3
4680,7,2019-06-18,14:00:00,Completed,100,156,26,1.2
4681,8,2021-01-24,08:00:00,Completed,500,151,35,1.6
4682,9,2020-03-11,08:00:00,Cancelled,0,167,27,1.9
4683,10,2022-04-15,16:00:00,Completed,350,81,8,1.6
4684,11,2021-01-17,10:00:00,Completed,500,64,25,1.6
4685,12,2019-02-11,18:00:00,No-Show,100,167,41,1.8
4686,13,2021-01-31,08:00:00,Completed,200,105,5,1.5
4687,14,2021-06-24,15:00:00,Completed,200,86,9,2.2
4688,15,2019-04-24,10:00:00,Completed,350,68,40,1.8
4689,16,2019-05-07,11:00:00,Cancelled,30,60,8,2.5
4690,17,2022-03-05,13:00:00,Completed,350,147,16,2.2
4691,18,2020-05-06,10:00:00,Completed,500,64,37,2.4
4692,19,2019-06-03,14:00:00,No-Show,100,160,5,1.3
4693,20,2022-03-06,08:00:00,Completed,500,137,34,1.1
4694,21,2020-03-11,08:00:00,Completed,200,64,11,1.7
4695,22,2021-06-11,18:00:00,No-Show,500,60,21,1.6
4696,23,2019-03-23,13:00:00,Completed,500,104,42,1.8
4697,24,2020-06-07,08:00:00,Completed,0,88,34,2.4
4698,25,2020-01-21,13:00:00,Cancelled,50,173,42,2.1
4699,26,2022-01-10,17:00:00,Completed,30,120,40,1.4
4700,27,2022-05-23,15:00:00,Completed,100,59,20,1.3
4701,28,2020-03-06,15:00:00,Completed,30,167,17,1.9
4702,29,2022-06-10,10:00:00,Completed,500,144,40,1.3
4703,30,2019-03-04,13:00:00,Completed,500,98,11,2.5
4704,31,2021-06-23,17:00:00,No-Show,100,91,36,1.2
4705,32,2022-04-22,12:00:00,No-Show,50,48,31,2.0
4706,33,2019-05-24,18:00:00,No-Show,0,48,10,1.5
4707,34,2019-05-24,13:00:00,Cancelled,100,168,38,1.8
4708,35,2021-02-19,09:00:00,Completed,100,141,38,1.9
4709,36,2022-06-29,18:00:00,Completed,30,70,13,2.3
4710,37,2020-06-13,16:00:00,No-Show,200,157,21,2.4
4711,38,2020-02-01,19:00:00,Completed,30,160,26,1.8
4712,39,2020-05-22,08:00:00,No-Show,350,118,17,2.1
4713,40,2020-04-23,13:00:00,Cancelled,0,141,19,1.4
4714,41,2021-01-06,15:00:00,Completed,350,120,15,1.3
4715,42,2019-06-14,08:00:00,No-Show,50,173,31,1.3
4716,43,2019-01-27,08:00:00,Completed,0,66,10,1.5
4717,44,2021-06-13,17:00:00,Completed,100,122,19,1.9
4718,45,2020-01-09,08:00:00,Completed,0,161,33,1.2
4719,46,2020-05-26,14:00:00,Completed,100,58,7,2.1
4720,47,2019-05-09,16:00:00,Completed,200,44,12,2.2
4721,48,2021-01-19,12:00:00,No-Show,200,80,20,1.4
4722,49,2020-03-06,11:00:00,Completed,500,117,29,1.8
4723,50,2020-01-24,15:00:00,Cancelled,30,152,7,2.4
4724,51,2021-01-04,14:00:00,Completed,350,84,30,2.2
4725,52,2021-05-17,15:00:00,Completed,50,167,38,1.7
4726,53,2021-06-26,17:00:00,No-Show,50,174,15,2.2
4727,54,2020-05-01,13:00:00,Completed,200,146,10,2.1
4728,55,2022-06-19,09:00:00,Completed,50,131,27,1.3
4729,56,2020-01-14,09:00:00,Completed,0,92,18,2.4
4730,57,2019-05-15,14:00:00,Completed,0,52,35,1.1
4731,58,2021-03-30,17:00:00,No-Show,500,94,32,1.6
4732,59,2020-06-13,16:00:00,Cancelled,500,127,7,2.0
4733,60,2022-02-27,08:00:00,Completed,50,53,25,1.1
4734,61,2022-04-22,18:00:00,No-Show,500,141,5,1.8
4735,62,2021-04-06,12:00:00,Completed,50,85,38,1.1
4736,63,2019-04-08,12:00:00,Completed,200,162,25,2.2
4737,64,2020-04-25,18:00:00,Completed,50,50,25,2.4
4738,65,2021-02-16,19:00:00,Completed,100,48,9,1.2
4739,66,2019-05-31,08:00:00,Completed,350,147,17,1.0
4740,67,2022-05-16,15:00:00,Completed,100,55,8,1.8
4741,68,2021-03-24,15:00:00,Completed,500,127,22,1.2
4742,69,2022-03-22,13:00:00,No-Show,0,50,21,1.2
4743,70,2021-03-10,16:00:00,Completed,500,48,33,1.3
4744,71,2019-02-07,14:00:00,Cancelled,500,157,16,1.4
4745,72,2019-03-15,16:00:00,Cancelled,100,56,6,1.9
4746,73,2019-05-14,16:00:00,Completed,200,147,26,2.1
4747,74,2020-02-18,08:00:00,Completed,100,70,19,1.2
4748,75,2019-03-16,13:00:00,Completed,30,55,36,2.1
4749,76,2022-05-04,14:00:00,Completed,30,58,9,2.0
4750,77,2020-03-16,15:00:00,Completed,200,169,31,2.0
4751,78,2020-05-23,11:00:00,No-Show,30,139,23,1.3
4752,79,2021-06-16,17:00:00,Cancelled,100,61,39,1.0
4753,80,2022-03-11,17:00:00,Completed,350,174,7,2.1
4754,81,2021-01-29,11:00:00,Completed,350,170,38,1.3
4755,82,2020-06-06,15:00:00,Completed,200,128,13,1.5
4756,83,2019-01-14,08:00:00,No-Show,0,105,7,2.2
4757,84,2019-06-15,14:00:00,Cancelled,350,102,25,1.2
4758,85,2020-03-11,19:00:00,Cancelled,0,145,23,2.3
4759,86,2020-06-17,19:00:00,Completed,30,31,21,2.5
4760,87,2019-03-05,18:00:00,No-Show,0,136,21,1.0
4761,88,2019-03-13,10:00:00,No-Show,100,45,21,1.4
4762,89,2020-01-26,10:00:00,Completed,100,147,6,2.1
4763,90,2020-04-28,13:00:00,Cancelled,500,42,17,1.1
4764,91,2021-01-20,15:00:00,Completed,0,106,6,1.0
4765,92,2021-01-03,10:00:00,Completed,100,114,36,1.1
4766,93,2021-04-11,15:00:00,Completed,350,78,32,1.6
4767,94,2019-04-25,10:00:00,Cancelled,500,125,39,2.1
4768,95,2022-01-17,17:00:00,Completed,350,37,28,2.0
4769,96,2021-04-11,13:00:00,No-Show,500,114,36,2.0
4770,97,2022-05-03,12:00:00,Cancelled,200,170,40,1.1
4771,98,2022-06-10,17:00:00,Cancelled,100,53,18,1.6
4772,99,2020-02-03,19:00:00,No-Show,30,89,33,2.4
4773,100,2020-02-14,14:00:00,Completed,500,177,34,1.6
4774,101,2021-03-14,18:00:00,Completed,100,103,10,1.4
4775,102,2022-04-27,14:00:00,Cancelled,100,106,20,1.2
4776,103,2022-01-17,12:00:00,Completed,50,70,36,1.6
4777,104,2021-03-02,12:00:00,Completed,500,158,21,1.5
4778,105,2019-02-16,09:00:00,No-Show,500,36,13,2.3
4779,106,2019-04-10,15:00:00,Completed,350,89,26,1.0
4780,107,2019-05-28,14:00:00,Completed,50,170,34,1.8
4781,108,2020-06-01,09:00:00,No-Show,50,101,13,1.3
4782,109,2022-04-06,12:00:00,Completed,100,143,21,1.7
4783,110,2022-06-19,08:00:00,No-Show,0,68,40,2.2
4784,111,2021-03-30,13:00:00,Completed,0,59,5,1.5
4785,112,2020-02-04,13:00:00,Completed,500,138,12,1.2
4786,113,2022-03-30,16:00:00,Completed,200,127,32,1.3
4787,114,2020-05-15,15:00:00,Completed,350,135,10,2.0
4788,115,2020-05-12,10:00:00,No-Show,500,91,33,1.7
4789,116,2019-02-20,11:00:00,Completed,100,147,23,2.0
4790,117,2020-03-23,10:00:00,Completed,0,128,37,2.2
4791,118,2019-01-16,17:00:00,No-Show,0,165,32,1.3
4792,119,2021-03-30,17:00:00,No-Show,30,78,16,1.9
4793,120,2019-01-21,11:00:00,Completed,100,135,9,1.9
4794,121,2019-04-07,10:00:00,Cancelled,0,120,34,1.1
4795,122,2021-02-02,14:00:00,Completed,200,145,11,1.1
4796,123,2021-03-17,08:00:00,Completed,0,128,29,1.8
4797,124,2019-03-17,08:00:00,No-Show,50,118,8,1.9
4798,125,2021-02-22,17:00:00,Completed,200,36,17,2.4
4799,126,2021-01-03,10:00:00,Cancelled,200,35,23,1.2
4800,127,2020-01-31,19:00:00,No-Show,50,106,6,1.2
4801,128,2022-06-22,10:00:00,Cancelled,500,77,24,1.3
4802,129,2019-03-27,17:00:00,Completed,200,167,19,2.3
4803,130,2020-06-02,09:00:00,Completed,30,155,32,2.2
4804,131,2021-06-15,11:00:00,No-Show,100,88,13,1.5
4805,132,2020-01-16,18:00:00,Completed,50,126,38,1.8
4806,133,2019-01-11,19:00:00,Completed,500,67,15,1.9
4807,134,2019-03-13,12:00:00,Completed,100,133,22,2.0
4808,135,2020-01-01,18:00:00,Completed,500,56,12,1.6
4809,136,2022-06-17,12:00:00,Completed,350,159,7,1.6
4810,137,2021-05-08,16:00:00,Completed,200,173,17,1.8
4811,138,2021-06-28,09:00:00,Cancelled,500,117,34,1.2
4812,139,2019-05-23,19:00:00,Completed,30,130,38,2.1
4813,140,2020-01-01,16:00:00,Completed,100,142,41,2.3
4814,141,2020-01-30,19:00:00,Completed,0,102,20,1.7
4815,142,2022-06-13,11:00:00,No-Show,50,108,27,2.0
4816,143,2020-02-22,14:00:00,No-Show,500,85,37,1.7
4817,144,2019-06-24,19:00:00,Completed,200,119,22,1.9
4818,145,2020-04-19,10:00:00,No-Show,100,179,18,1.4
4819,146,2021-05-25,15:00:00,Completed,30,52,18,2.5
4820,147,2021-04-05,14:00:00,Completed,500,47,31,1.9
4821,148,2020-01-09,15:00:00,Completed,200,54,30,1.2
4822,149,2019-06-16,10:00:00,Completed,0,138,32,1.7
4823,150,2021-06-16,13:00:00,Cancelled,200,117,32,1.6
4824,151,2020-02-28,10:00:00,Completed,500,154,40,2.1
4825,152,2020-03-16,11:00:00,Completed,50,35,6,1.8
4826,1,2019-02-08,12:00:00,Completed,100,169,40,1.5
4827,2,2021-01-26,17:00:00,Cancelled,500,110,19,1.4
4828,3,2020-05-08,11:00:00,Completed,100,145,41,2.1
4829,4,2021-05-16,09:00:00,Completed,200,62,44,2.4
4830,5,2022-05-09,10:00:00,Cancelled,350,85,28,2.2
4831,6,2020-04-01,11:00:00,Cancelled,30,99,23,2.2
4832,7,2020-03-06,15:00:00,Completed,200,105,8,1.8
4833,8,2019-06-26,11:00:00,Completed,200,42,31,2.4
4834,9,2020-01-14,16:00:00,Completed,50,153,43,2.0
4835,10,2022-05-12,18:00:00,Cancelled,100,30,30,2.0
4836,11,2020-01-20,14:00:00,No-Show,200,52,29,2.4
4837,12,2021-04-30,10:00:00,Completed,350,132,36,2.2
4838,13,2019-01-23,14:00:00,Completed,350,58,8,1.4
4839,14,2019-02-02,16:00:00,Completed,100,128,36,2.2
4840,15,2021-01-19,09:00:00,Completed,350,108,31,1.0
4841,16,2021-06-28,19:00:00,Completed,30,34,7,1.8
4842,17,2021-06-13,15:00:00,Cancelled,350,46,18,2.2
4843,18,2019-04-07,11:00:00,No-Show,200,118,22,1.6
4844,19,2019-01-06,18:00:00,Completed,50,120,21,2.4
4845,20,2020-05-05,09:00:00,Completed,350,163,30,1.4
4846,21,2021-06-11,12:00:00,Completed,350,169,41,1.9
4847,22,2020-05-23,16:00:00,Cancelled,0,142,29,2.2
4848,23,2022-04-03,11:00:00,Cancelled,100,120,26,2.4
4849,24,2021-02-28,15:00:00,No-Show,200,166,35,2.4
4850,25,2019-02-19,11:00:00,No-Show,30,166,37,1.4
4851,26,2022-05-03,12:00:00,No-Show,0,117,16,1.8
4852,27,2020-03-16,19:00:00,No-Show,500,178,5,1.7
4853,28,2022-02-26,09:00:00,Completed,200,126,23,1.6
4854,29,2020-02-27,18:00:00,Completed,0,70,21,1.6
4855,30,2019-02-12,11:00:00,Completed,200,136,38,2.4
4856,31,2019-06-09,10:00:00,Completed,500,34,37,1.1
4857,32,2020-01-18,12:00:00,Completed,0,93,19,2.3
4858,33,2022-03-10,10:00:00,Completed,50,172,5,1.4
4859,34,2020-02-20,08:00:00,No-Show,200,73,13,1.9
4860,35,2020-02-22,13:00:00,No-Show,50,85,23,2.3
4861,36,2020-03-05,15:00:00,No-Show,350,111,31,1.6
4862,37,2022-02-09,15:00:00,No-Show,100,160,19,1.8
4863,38,2022-03-30,15:00:00,Completed,500,147,44,1.9
4864,39,2022-02-21,16:00:00,No-Show,200,30,16,2.3
4865,40,2019-06-05,12:00:00,Completed,500,103,28,1.9
4866,41,2022-04-01,16:00:00,No-Show,50,55,25,1.4
4867,42,2021-06-14,17:00:00,Completed,200,38,40,1.8
4868,43,2021-03-10,08:00:00,Completed,50,55,33,1.9
4869,44,2019-06-15,08:00:00,No-Show,30,149,19,1.4
4870,45,2020-01-04,10:00:00,Cancelled,500,131,13,2.3
4871,46,2020-03-15,16:00:00,Completed,200,174,37,2.4
4872,47,2022-02-22,10:00:00,Completed,100,127,9,1.9
4873,48,2019-06-20,10:00:00,No-Show,100,30,27,1.5
4874,49,2020-02-13,17:00:00,Completed,0,171,12,2.4
4875,50,2020-02-26,17:00:00,Completed,350,103,38,1.5
4876,51,2019-04-14,15:00:00,Cancelled,500,129,30,2.0
4877,52,2022-06-25,13:00:00,Completed,500,54,30,2.0
4878,53,2019-06-23,11:00:00,Cancelled,200,113,37,1.0
4879,54,2020-02-13,10:00:00,Completed,200,45,17,2.2
4880,55,2021-04-18,10:00:00,No-Show,0,137,39,1.2
4881,56,2021-06-15,14:00:00,Completed,500,85,21,1.3
4882,57,2021-02-27,15:00:00,No-Show,200,81,26,1.7
4883,58,2021-04-08,17:00:00,Completed,0,151,19,2.0
4884,59,2019-05-28,14:00:00,Completed,500,73,22,1.9
4885,60,2019-03-03,15:00:00,Completed,50,58,16,1.8
4886,61,2022-05-30,16:00:00,Cancelled,350,75,39,2.4
4887,62,2019-03-05,09:00:00,No-Show,500,39,30,1.1
4888,63,2021-03-02,12:00:00,Completed,350,175,34,2.0
4889,64,2020-05-01,13:00:00,Completed,100,169,16,1.2
4890,65,2019-02-11,09:00:00,Completed,30,133,14,1.9
4891,66,2019-06-17,13:00:00,No-Show,50,66,25,1.8
4892,67,2021-01-25,15:00:00,Completed,350,100,21,1.5
4893,68,2021-03-05,08:00:00,Cancelled,500,39,31,2.2
4894,69,2020-03-06,12:00:00,Cancelled,500,105,40,2.1
4895,70,2020-06-13,09:00:00,Completed,30,175,30,2.5
4896,71,2022-01-31,11:00:00,Completed,30,65,5,1.6
4897,72,2022-05-24,18:00:00,Completed,500,142,5,1.9
4898,73,2022-01-01,14:00:00,No-Show,500,64,37,2.4
4899,74,2022-03-06,11:00:00,Completed,500,84,43,1.1
4900,75,2019-01-25,09:00:00,Completed,500,63,7,1.5
4901,76,2021-03-28,10:00:00,No-Show,350,57,31,2.1
4902,77,2022-03-24,13:00:00,Cancelled,30,116,42,2.3
4903,78,2022-01-13,08:00:00,Completed,200,31,27,1.3
4904,79,2021-06-01,08:00:00,Completed,30,138,37,2.2
4905,80,2022-03-07,18:00:00,No-Show,500,160,41,1.8
4906,81,2021-06-25,16:00:00,Completed,30,131,37,2.5
4907,82,2020-03-08,09:00:00,Completed,100,56,31,1.4
4908,83,2021-04-08,11:00:00,No-Show,50,52,28,1.4
4909,84,2021-03-22,19:00:00,Completed,100,42,24,1.4
4910,85,2020-06-12,12:00:00,No-Show,200,178,5,2.1
4911,86,2022-04-23,13:00:00,Completed,200,94,11,2.2
4912,87,2022-05-24,14:00:00,No-Show,200,117,14,1.3
4913,88,2022-01-18,11:00:00,No-Show,200,74,37,1.3
4914,89,2022-06-29,14:00:00,Completed,350,110,18,2.3
4915,90,2021-01-03,19:00:00,Cancelled,50,46,29,1.9
4916,91,2020-05-08,14:00:00,Cancelled,50,60,20,2.2
4917,92,2019-06-05,17:00:00,Completed,350,57,27,2.4
4918,93,2022-01-27,13:00:00,Completed,500,100,7,1.5
4919,94,2019-04-24,09:00:00,Completed,350,36,6,1.7
4920,95,2020-04-29,11:00:00,No-Show,0,43,25,2.3
4921,96,2020-02-21,17:00:00,Completed,500,107,22,2.3
4922,97,2020-03-23,13:00:00,Completed,100,60,13,1.5
4923,98,2019-04-05,19:00:00,Completed,0,120,10,1.8
4924,99,2021-01-08,13:00:00,Completed,30,55,27,1.6
4925,100,2021-03-09,14:00:00,No-Show,100,138,36,1.4
4926,101,2021-01-17,12:00:00,Cancelled,0,35,8,2.2
4927,102,2020-05-26,15:00:00,Completed,100,173,37,2.2
4928,103,2019-02-04,14:00:00,No-Show,50,42,29,1.3
4929,104,2022-03-16,17:00:00,Completed,350,96,7,1.3
4930,105,2022-04-07,09:00:00,No-Show,30,152,40,1.7
4931,106,2021-06-17,18:00:00,Cancelled,200,175,34,1.4
4932,107,2019-03-25,17:00:00,Cancelled,0,160,19,2.1
4933,108,2019-03-02,16:00:00,Completed,200,177,9,1.9
4934,109,2019-03-09,08:00:00,No-Show,30,86,26,1.2
4935,110,2019-03-24,11:00:00,No-Show,500,81,16,1.5
4936,111,2022-04-05,10:00:00,Completed,200,50,7,1.4
4937,112,2019-05-16,08:00:00,Cancelled,30,152,34,2.2
4938,113,2021-05-17,09:00:00,Completed,50,34,20,1.8
4939,114,2022-03-24,12:00:00,Completed,200,48,27,1.4
4940,115,2019-06-11,14:00:00,Completed,200,105,36,1.3
4941,116,2019-06-12,18:00:00,Completed,0,56,31,1.5
4942,117,2022-01-24,14:00:00,Completed,200,99,29,1.5
4943,118,2022-05-19,15:00:00,Completed,350,69,26,1.7
4944,119,2019-03-10,14:00:00,No-Show,200,89,38,1.7
4945,120,2020-01-21,19:00:00,Cancelled,0,85,8,2.3
4946,121,2022-05-11,15:00:00,Completed,30,32,31,2.3
4947,122,2021-01-01,15:00:00,No-Show,0,41,19,2.2
4948,123,2020-02-17,13:00:00,Completed,100,87,31,1.8
4949,124,2022-01-12,18:00:00,No-Show,350,62,28,1.0
4950,125,2021-05-24,14:00:00,Completed,50,60,31,1.9
4951,126,2022-06-19,12:00:00,Completed,50,53,25,1.1
4952,127,2022-06-19,14:00:00,Completed,500,84,21,2.0
4953,128,2022-05-03,13:00:00,Completed,0,42,19,1.1
4954,129,2021-06-07,15:00:00,Completed,500,135,22,1.6
4955,130,2019-01-03,11:00:00,Completed,200,57,27,2.0
4956,131,2019-01-29,12:00:00,No-Show,0,162,5,1.9
4957,132,2021-01-24,16:00:00,No-Show,30,69,44,1.6
4958,133,2021-01-08,16:00:00,Cancelled,200,52,18,1.1
4959,134,2020-05-03,13:00:00,Cancelled,30,164,18,2.0
4960,135,2020-03-16,14:00:00,No-Show,100,170,7,1.4
4961,136,2021-03-11,09:00:00,Completed,500,80,7,1.2
4962,137,2019-02-24,11:00:00,No-Show,100,32,7,2.1
4963,138,2022-05-18,18:00:00,Cancelled,50,67,6,2.2
4964,139,2021-03-30,09:00:00,Completed,100,47,27,1.8
4965,140,2020-05-01,15:00:00,Completed,200,89,42,1.2
4966,141,2022-04-16,19:00:00,No-Show,30,111,37,1.6
4967,142,2019-02-16,19:00:00,Completed,500,178,26,1.2
4968,143,2021-05-17,12:00:00,Cancelled,200,139,23,1.6
4969,144,2022-01-23,10:00:00,Completed,350,72,6,1.5
4970,145,2021-04-23,14:00:00,Completed,50,91,19,1.7
4971,146,2021-05-22,13:00:00,Completed,0,134,28,1.6
4972,147,2020-04-01,13:00:00,No-Show,50,112,32,2.3
4973,148,2022-04-26,19:00:00,Completed,0,38,10,1.3
4974,149,2021-03-18,15:00:00,Completed,200,172,24,1.2
4975,150,2021-04-30,15:00:00,Completed,500,64,17,1.6
4976,151,2020-03-30,18:00:00,No-Show,200,52,39,1.7
4977,152,2019-03-20,11:00:00,Completed,500,85,29,2.5
4978,1,2019-03-06,14:00:00,Completed,0,42,37,2.4
4979,2,2021-04-21,08:00:00,Completed,200,129,42,2.4
4980,3,2019-05-10,09:00:00,Completed,350,44,30,1.8
4981,4,2022-05-02,13:00:00,No-Show,200,67,22,2.3
4982,5,2022-05-24,08:00:00,Completed,50,78,30,2.3
4983,6,2021-02-21,09:00:00,Cancelled,0,120,31,2.0
4984,7,2020-02-26,12:00:00,Completed,30,155,42,1.1
4985,8,2021-06-12,08:00:00,Completed,30,54,28,2.4
4986,9,2021-06-11,10:00:00,Completed,50,36,7,1.8
4987,10,2019-04-19,12:00:00,Completed,200,120,44,1.4
4988,11,2019-04-18,19:00:00,No-Show,500,139,31,2.0
4989,12,2019-01-24,14:00:00,Completed,100,171,13,1.2
4990,13,2019-06-13,10:00:00,Completed,50,31,10,2.1
4991,14,2019-05-22,09:00:00,No-Show,200,121,40,1.1
4992,15,2020-01-17,17:00:00,No-Show,200,116,32,1.9
4993,16,2021-04-25,14:00:00,No-Show,350,59,20,1.5
4994,17,2020-06-23,13:00:00,Completed,200,164,15,2.5
4995,18,2019-05-18,15:00:00,Completed,0,83,22,1.2
4996,19,2020-06-28,14:00:00,Completed,0,169,7,2.3
4997,20,2020-06-17,10:00:00,Completed,50,142,22,2.3
4998,21,2021-02-18,16:00:00,No-Show,350,169,24,1.6
4999,22,2022-05-30,08:00:00,Completed,0,137,36,1.7
5000,23,2020-04-08,10:00:00,Completed,350,30,16,1.8
5001,24,2021-06-26,15:00:00,No-Show,100,163,27,2.3
5002,25,2022-06-29,09:00:00,Completed,100,101,10,1.9
